Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	File_identifier
2529	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Felixounavirus		Felixounavirus UAB87	E	Enterobacteriaphage UAB_Phi87			JN225449	NC_027360	Complete genome	dsDNA	bacteria	Felixounavirus_UAB87.2529.JN225449
2530	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Felixounavirus		Felixounavirus VpaE1	E	Escherichia phage vB_EcoM-VpaE1			KM657822	NC_027337	Complete genome	dsDNA	bacteria	Felixounavirus_VpaE1.2530.KM657822
2531	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Felixounavirus		Felixounavirus wV8	E	Escherichia phage wV8			EU877232	NC_012749	Complete genome	dsDNA	bacteria	Felixounavirus_wV8.2531.EU877232
2532	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Kolesnikvirus		Kolesnikvirus Ea214	E	Erwinia phage phiEa21-4			EU710883	NC_011811	Complete genome	dsDNA	bacteria	Kolesnikvirus_Ea214.2532.EU710883
2533	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Kolesnikvirus		Kolesnikvirus M7	E	Erwinia phage vB_EamM-M7			HQ728263	NC_041978	Complete genome	dsDNA	bacteria	Kolesnikvirus_M7.2533.HQ728263
2534	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Mooglevirus		Mooglevirus moogle	E	Citrobacter phage Moogle			KM236239	NC_027293	Complete genome	dsDNA	bacteria	Mooglevirus_moogle.2534.KM236239
2535	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Mooglevirus		Mooglevirus mordin	E	Citrobacter phage Mordin			KT363872	NC_041977	Complete genome	dsDNA	bacteria	Mooglevirus_mordin.2535.KT363872
2536	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Mooglevirus		Mooglevirus Sf13	E	Shigella phage Sf13			MF158040	NC_042017	Complete genome	dsDNA	bacteria	Mooglevirus_Sf13.2536.MF158040
2537	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Mooglevirus		Mooglevirus Sf14	E	Shigella phage Sf14			MF327003	NC_042075	Complete genome	dsDNA	bacteria	Mooglevirus_Sf14.2537.MF327003
2538	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Mooglevirus		Mooglevirus Sf17	E	Shigella phage Sf17			MF327004	NC_042076	Complete genome	dsDNA	bacteria	Mooglevirus_Sf17.2538.MF327004
2539	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Suspvirus		Suspvirus SUSP1	E	Escherichia phage phiSUSP1			KT454805	NC_028808	Complete genome	dsDNA	bacteria	Suspvirus_SUSP1.2539.KT454805
2540	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ounavirinae	Suspvirus		Suspvirus SUSP2	E	Escherichia phage phiSUSP2			KT454806	NC_028935	Complete genome	dsDNA	bacteria	Suspvirus_SUSP2.2540.KT454806
2541	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Bignuzvirus		Bignuzvirus bignuz	E	Mycobacterium phage BigNuz			JN412591	NC_023692	Complete genome	dsDNA	bacteria	Bignuzvirus_bignuz.2541.JN412591
2542	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus arib1	E	Mycobacterium phage Arib1			MF919492	NC_051736	Complete genome	dsDNA	bacteria	Fishburnevirus_arib1.2542.MF919492
2543	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus atcoo	E	Mycobacterium phage Atcoo			MN585977	NC_051729	Complete genome	dsDNA	bacteria	Fishburnevirus_atcoo.2543.MN585977
2544	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus bartholomew	E	Mycobacterium phage Bartholomew			MF140399	NC_051734	Complete genome	dsDNA	bacteria	Fishburnevirus_bartholomew.2544.MF140399
2545	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus brusacoram	E	Mycobacterium phage Brusacoram			KT347313	NC_028747	Complete genome	dsDNA	bacteria	Fishburnevirus_brusacoram.2545.KT347313
2546	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus donovan	E	Mycobacterium phage Donovan			KF841477	NC_023552	Complete genome	dsDNA	bacteria	Fishburnevirus_donovan.2546.KF841477
2547	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus firstplacepfu	E	Mycobacterium phage FirstPlacePfu			MK814758	NC_051735	Complete genome	dsDNA	bacteria	Fishburnevirus_firstplacepfu.2547.MK814758
2548	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus fishburne	E	Mycobacterium phage Fishburne			KC691256	NC_021302	Complete genome	dsDNA	bacteria	Fishburnevirus_fishburne.2548.KC691256
2549	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus greaselightnin	E	Mycobacterium phage GreaseLightnin			MK494122	NC_051731	Complete genome	dsDNA	bacteria	Fishburnevirus_greaselightnin.2549.MK494122
2550	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus jebeks	E	Mycobacterium phage Jebeks			JN572061	NC_041969	Complete genome	dsDNA	bacteria	Fishburnevirus_jebeks.2550.JN572061
2551	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus jung	E	Mycobacterium phage Jung			MT498061	NC_051730	Complete genome	dsDNA	bacteria	Fishburnevirus_jung.2551.MT498061
2552	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus kilkor	E	Mycobacterium phage KilKor			MN892486	NC_053209	Complete genome	dsDNA	bacteria	Fishburnevirus_kilkor.2552.MN892486
2553	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus ksquared	E	Mycobacterium phage Ksquared			MF281061	NC_051732	Complete genome	dsDNA	bacteria	Fishburnevirus_ksquared.2553.MF281061
2554	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus majeke	E	Mycobacterium phage Majeke			MF472894	NC_051737	Complete genome	dsDNA	bacteria	Fishburnevirus_majeke.2554.MF472894
2555	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus malithi	E	Mycobacterium phage Malithi			KP027200	NC_026605	Complete genome	dsDNA	bacteria	Fishburnevirus_malithi.2555.KP027200
2556	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus shipwreck	E	Mycobacterium phage Shipwreck			KU985090	NC_031261	Complete genome	dsDNA	bacteria	Fishburnevirus_shipwreck.2556.KU985090
2557	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Fishburnevirus		Fishburnevirus willsammy	E	Mycobacterium phage Willsammy			MT024866	NC_051727	Complete genome	dsDNA	bacteria	Fishburnevirus_willsammy.2557.MT024866
2558	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Phayoncevirus		Phayoncevirus phayonce	E	Mycobacterium phage Phayonce			KR080195	NC_028796	Complete genome	dsDNA	bacteria	Phayoncevirus_phayonce.2558.KR080195
2559	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Phayoncevirus		Phayoncevirus thulathula	E	Mycobacterium phage ThulaThula			MN234172	NC_051738	Complete genome	dsDNA	bacteria	Phayoncevirus_thulathula.2559.MN234172
2560	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Purkyvirus		Purkyvirus purky	E	Mycobacterium phage Purky			MN096355	NC_051739	Complete genome	dsDNA	bacteria	Purkyvirus_purky.2560.MN096355
2561	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Tortellinivirus		Mycobacterium virus Tortellini	E	Mycobacterium phage Tortellini			KX648391	NC_041888	Complete genome	dsDNA	bacteria	Mycobacterium_virus_Tortellini.2561.KX648391
2562	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Pclasvirinae	Xaviavirus		Xaviavirus xavia	E	Mycobacterium phage Xavia			MH230879	NC_051740	Complete genome	dsDNA	bacteria	Xaviavirus_xavia.2562.MH230879
2563	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Amoyvirus		Amoyvirus R7M	E	vB_AcoS-R7M	R7M		MT345684	NC_048878	Complete genome	dsDNA	bacteria	Amoyvirus_R7M.2563.MT345684
2564	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Nipunavirus		Nipunavirus NP1	E	Pseudomonas phage NP1			KX129925	NC_031058	Complete genome	dsDNA	bacteria	Nipunavirus_NP1.2564.KX129925
2565	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Nipunavirus		Nipunavirus PaMx25	E	Pseudomonas phage PaMx25			JQ067084	NC_041953	Complete genome	dsDNA	bacteria	Nipunavirus_PaMx25.2565.JQ067084
2566	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus JenK1	E	Enterobacteria phage JenK1			KP719134	NC_029021	Complete genome	dsDNA	bacteria	Nonagvirus_JenK1.2566.KP719134
2567	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus JenP1	E	Enterobacteria phage JenP1			KP719132	NC_029028	Complete genome	dsDNA	bacteria	Nonagvirus_JenP1.2567.KP719132
2568	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus JenP2	E	Enterobacteria phage JenP2			KP719133	NC_028997	Complete genome	dsDNA	bacteria	Nonagvirus_JenP2.2568.KP719133
2569	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus nv9g	E	Enterobacteria phage 9g			KJ419279	NC_024146	Complete genome	dsDNA	bacteria	Nonagvirus_nv9g.2569.KJ419279
2570	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Nonagvirus		Nonagvirus SE1Kor	E	Salmonella phage SE1Kor			KY926791	NC_042025	Complete genome	dsDNA	bacteria	Nonagvirus_SE1Kor.2570.KY926791
2571	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Seuratvirus		Seuratvirus cajan	E	Escherichia phage CAjan			KP064094	NC_028776	Complete genome	dsDNA	bacteria	Seuratvirus_cajan.2571.KP064094
2572	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Queuovirinae	Seuratvirus		Seuratvirus seurat	E	Escherichia phage Seurat			KM236243	NC_027378	Complete genome	dsDNA	bacteria	Seuratvirus_seurat.2572.KM236243
2573	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ruthgordonvirinae	Catfishvirus		Catfishvirus catfish	E	Gordonia phage Catfish			MH697580	NC_054434	Complete genome	dsDNA	bacteria	Catfishvirus_catfish.2573.MH697580
2574	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ruthgordonvirinae	Dardanusvirus		Dardanusvirus dardanus	E	Gordonia phage Dardanus			MN010758	NC_054435	Complete genome	dsDNA	bacteria	Dardanusvirus_dardanus.2574.MN010758
2575	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ruthgordonvirinae	Gesputvirus		Gesputvirus gsput1	E	Gordonia phage Gsput1			KP790011	NC_030932	Complete genome	dsDNA	bacteria	Gesputvirus_gsput1.2575.KP790011
2576	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ruthgordonvirinae	Schmidtvirus		Schmidtvirus schmidt	E	Gordonia phage Schmidt			MH651189	NC_054436	Complete genome	dsDNA	bacteria	Schmidtvirus_schmidt.2576.MH651189
2577	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ruthgordonvirinae	Tinalinvirus		Tinalinvirus tinalin	E	Gordonia phage TinaLin			MW132713	NC_054437	Complete genome	dsDNA	bacteria	Tinalinvirus_tinalin.2577.MW132713
2578	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ruthgordonvirinae	Vendettavirus		Vendettavirus tzgordon	E	Gordonia phage TZGordon			MT553344	NC_054438	Complete genome	dsDNA	bacteria	Vendettavirus_tzgordon.2578.MT553344
2579	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Ruthgordonvirinae	Vendettavirus		Vendettavirus vendetta	E	Gordonia phage Vendetta			KU998237	NC_030911	Complete genome	dsDNA	bacteria	Vendettavirus_vendetta.2579.KU998237
2580	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sejongvirinae	Basiliskvirus		Basiliskvirus bak10	E	Bacillus phage v_B-Bak10			MG967618		Complete genome	dsDNA	bacteria	Basiliskvirus_bak10.2580.MG967618
2581	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sejongvirinae	Basiliskvirus		Basiliskvirus basilisk	E	Bacillus phage Basilisk			KC595511		Complete genome	dsDNA	bacteria	Basiliskvirus_basilisk.2581.KC595511
2582	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sejongvirinae	Yihwangvirus		Yihwangvirus BCPST	E	Bacillus phage BCPST			MW392802		Complete genome	dsDNA	bacteria	Yihwangvirus_BCPST.2582.MW392802
2583	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sejongvirinae	Yihwangvirus		Yihwangvirus PBC4	E	Bacillus phage PBC4			KT070866		Complete genome	dsDNA	bacteria	Yihwangvirus_PBC4.2583.KT070866
2584	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sejongvirinae	Yihwangvirus		Yihwangvirus pW4	E	Bacillus phage pW4			MK288022		Complete genome	dsDNA	bacteria	Yihwangvirus_pW4.2584.MK288022
2585	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Diegovirus		Diegovirus dv7502Stx	E	Shigella phage 75/02 Stx			KF766125	NC_029120	Complete genome	dsDNA	bacteria	Diegovirus_dv7502Stx.2585.KF766125
2586	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Diegovirus		Diegovirus POCJ13	E	Shigella phage POCJ13			KJ603229	NC_025434	Complete genome	dsDNA	bacteria	Diegovirus_POCJ13.2586.KJ603229
2587	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Oslovirus		Oslovirus ArgO145	E	Escherichia phage ArgO145			KY914478	NC_049918	Complete genome	dsDNA	bacteria	Oslovirus_ArgO145.2587.KY914478
2588	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Oslovirus		Oslovirus Lyz12581Vzw	E	Escherichia phage Lyz12581Vzw			MN067333	NC_049917	Complete genome	dsDNA	bacteria	Oslovirus_Lyz12581Vzw.2588.MN067333
2589	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Oslovirus		Oslovirus ov191	E	Escherichia phage phi191			KF971864	NC_028660	Complete genome	dsDNA	bacteria	Oslovirus_ov191.2589.KF971864
2590	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Oslovirus		Oslovirus PA2	E	Escherichia phage PA2			KP682371	NC_028449	Complete genome	dsDNA	bacteria	Oslovirus_PA2.2590.KP682371
2591	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Oslovirus		Oslovirus TL2011	E	Escherichia phage TL-2011c			JQ011318	NC_019442	Complete genome	dsDNA	bacteria	Oslovirus_TL2011.2591.JQ011318
2592	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Oslovirus		Oslovirus VASD	E	Shigella phage Ss-VASD			KR781488	NC_028685	Complete genome	dsDNA	bacteria	Oslovirus_VASD.2592.KR781488
2593	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus AU5Stx1	E	Stx1 converting phage AU5Stx1			KU977419	NC_049920	Complete genome	dsDNA	bacteria	Traversvirus_AU5Stx1.2593.KU977419
2594	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus AU6Stx1	E	Stx1 converting phage AU6Stx1			KU977420	NC_049921	Complete genome	dsDNA	bacteria	Traversvirus_AU6Stx1.2594.KU977420
2595	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus F451	E	Stx2-converting phage Stx2a_F451			AP012532	NC_049924	Complete genome	dsDNA	bacteria	Traversvirus_F451.2595.AP012532
2596	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus II	E	Escherichia phage Stx2 II			AP005154	NC_004914	Complete genome	dsDNA	bacteria	Traversvirus_II.2596.AP005154
2597	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus min27	E	Escherichia phage Min27			EU311208	NC_010237	Complete genome	dsDNA	bacteria	Traversvirus_min27.2597.EU311208
2598	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus P27	E	Stx converting phage vB_EcoS_P27			KU238067	NC_049925	Complete genome	dsDNA	bacteria	Traversvirus_P27.2598.KU238067
2599	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus PA28	E	Escherichia phage PA28			KP682381	NC_041935	Complete genome	dsDNA	bacteria	Traversvirus_PA28.2599.KP682381
2600	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus SH2026Stx1	E	Escherichia phage SH2026Stx1			MG986485	NC_049919	Complete genome	dsDNA	bacteria	Traversvirus_SH2026Stx1.2600.MG986485
2601	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus ST28624	E	Stx converting phage vB_EcoS_ST2-8624			KU238070	NC_049922	Complete genome	dsDNA	bacteria	Traversvirus_ST28624.2601.KU238070
2603	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus tv86	E	Stx2-converting phage 86			AB255436	NC_008464	Complete genome	dsDNA	bacteria	Traversvirus_tv86.2603.AB255436
2604	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus tv933W	E	Escherichia phage 933W			AF125520	NC_000924	Complete genome	dsDNA	bacteria	Traversvirus_tv933W.2604.AF125520
2605	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Sepvirinae	Traversvirus		Traversvirus WGPS9	E	Stx2-converting phage Stx2a_WGPS9			AP012535	NC_049923	Complete genome	dsDNA	bacteria	Traversvirus_WGPS9.2605.AP012535
2606	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Skryabinvirinae	Bembunaquatrovirus		Bembunaquatrovirus BMBtp14	E	Bacillus phage vB_BtS_BMBtp14			KX190833	NC_048640	Complete genome	dsDNA	bacteria	Bembunaquatrovirus_BMBtp14.2606.KX190833
2607	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Skryabinvirinae	Pushchinovirus		Pushchinovirus B83	E	Bacillus phage vB_BtS_B83			MK759918	NC_048762	Complete genome	dsDNA	bacteria	Pushchinovirus_B83.2607.MK759918
2608	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Justusliebigvirus		Justusliebigvirus alia	E	Escherichia phage alia			MN850632	NC_052655	Complete genome	dsDNA	bacteria	Justusliebigvirus_alia.2608.MN850632
2609	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Justusliebigvirus		Justusliebigvirus muut	E	Escherichia phage muut			MN850573	NC_052657	Complete genome	dsDNA	bacteria	Justusliebigvirus_muut.2609.MN850573
2610	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Justusliebigvirus		Justusliebigvirus PD06	E	Escherichia phage vB_vPM_PD06			MH816848	NC_052653	Complete genome	dsDNA	bacteria	Justusliebigvirus_PD06.2610.MH816848
2611	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Justusliebigvirus		Justusliebigvirus PHB05	E	Escherichia phage vB_EcoM_PHB05			MF805809	NC_052652	Complete genome	dsDNA	bacteria	Justusliebigvirus_PHB05.2611.MF805809
2612	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Justusliebigvirus		Justusliebigvirus phi92	E	Escherichia phage phi92			FR775895	NC_023693	Complete genome	dsDNA	bacteria	Justusliebigvirus_phi92.2612.FR775895
2613	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Justusliebigvirus		Justusliebigvirus VEcB	E	Escherichia phage VEcB			MT932211	NC_052663	Complete genome	dsDNA	bacteria	Justusliebigvirus_VEcB.2613.MT932211
2614	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Escherichia phage ESCO13	E	Escherichia phage ESCO13			KX552041	NC_047770	Complete genome	dsDNA	bacteria	Escherichia_phage_ESCO13.2614.KX552041
2615	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Escherichia virus ESCO5	E	Escherichia phage ESCO5			KX664695		Complete genome	dsDNA	bacteria	Escherichia_virus_ESCO5.2615.KX664695
2616	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Escherichia virus phAPEC8	E	Escherichia phage phAPEC8			JX561091	NC_020079	Complete genome	dsDNA	bacteria	Escherichia_virus_phAPEC8.2616.JX561091
2617	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Escherichia virus Schickermooser	E	Escherichia phage vB_EcoM_Schickermooser			MK373788	NC_048196	Complete genome	dsDNA	bacteria	Escherichia_virus_Schickermooser.2617.MK373788
2618	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Klebsiella virus ZCKP1	E	Klebsiella phage ZCKP1			MH252123	NC_047994	Complete genome	dsDNA	bacteria	Klebsiella_virus_ZCKP1.2618.MH252123
2619	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Phapecoctavirus anhysbys	E	Escherichia phage anhysbys			MN850648	NC_052656	Complete genome	dsDNA	bacteria	Phapecoctavirus_anhysbys.2619.MN850648
2620	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Phapecoctavirus Mt1B1P17	E	Escherichia phage Mt1B1_P17			MT496970	NC_052662	Complete genome	dsDNA	bacteria	Phapecoctavirus_Mt1B1P17.2620.MT496970
2621	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Phapecoctavirus nepoznato	E	Escherichia phage nepoznato			MN850571	NC_052658	Complete genome	dsDNA	bacteria	Phapecoctavirus_nepoznato.2621.MN850571
2622	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Phapecoctavirus nieznany	E	Escherichia phage nieznany			MN850598	NC_052659	Complete genome	dsDNA	bacteria	Phapecoctavirus_nieznany.2622.MN850598
2623	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Phapecoctavirus Ro121c4YLVW	E	Escherichia phage vB_EcoM-Ro121c4YLVW			MH051333	NC_052654	Complete genome	dsDNA	bacteria	Phapecoctavirus_Ro121c4YLVW.2623.MH051333
2624	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Phapecoctavirus TSP7	E	Dompiswa phage TSP7_1			MW175890		Complete genome	dsDNA	bacteria	Phapecoctavirus_TSP7.2624.MW175890
2625	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Phapecoctavirus tuntematon	E	Escherichia phage tuntematon			MN850618	NC_052660	Complete genome	dsDNA	bacteria	Phapecoctavirus_tuntematon.2625.MN850618
2626	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Stephanstirmvirinae	Phapecoctavirus		Phapecoctavirus ukendt	E	Escherichia phage ukendt			MN850565	NC_052661	Complete genome	dsDNA	bacteria	Phapecoctavirus_ukendt.2626.MN850565
2627	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Trabyvirinae	Jelitavirus		Jelitavirus B025	E	Listreria phage B025			DQ003639	NC_009812	Complete genome	dsDNA	bacteria	Jelitavirus_B025.2627.DQ003639
2628	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Trabyvirinae	Slepowronvirus		Slepowronvirus LP101	E	Listeria phage LP-101			KJ094023	NC_024387	Complete genome	dsDNA	bacteria	Slepowronvirus_LP101.2628.KJ094023
2629	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Trabyvirinae	Slepowronvirus		Slepowronvirus LPHM00113468	E	Listeria phage LP-HM00113468			MT500540	NC_049900	Complete genome	dsDNA	bacteria	Slepowronvirus_LPHM00113468.2629.MT500540
2630	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Tybeckvirinae	Douglaswolinvirus		Douglaswolinvirus B2	E	Lactobacillus phage ATCC 8014-B2			JX486088	NC_047739	Complete genome	dsDNA	bacteria	Douglaswolinvirus_B2.2630.JX486088
2631	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes					Tybeckvirinae	Lenusvirus		Lenusvirus lenus	E	Lactobacillus phage Lenus			MG252693	NC_047897	Complete genome	dsDNA	bacteria	Lenusvirus_lenus.2631.MG252693
